Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
17523301,17553839,NIBAN3,17523301,17549811
17523301,17553839,NIBAN3,17523301,17552026
17523301,17553839,NIBAN3,17523301,17553839
17523301,17553839,NIBAN3,17527238,17553639
17523301,17553839,NIBAN3,17527267,17553640
17523301,17553839,NIBAN3,17527267,17537505
17523301,17553839,NIBAN3,17527278,17553634
17523301,17553839,NIBAN3,17527288,17553645
17523301,17553839,NIBAN3,17527291,17551960
17523301,17553839,NIBAN3,17527304,17552024
17523301,17553839,NIBAN3,17533479,17539225
17523301,17553839,NIBAN3,17538863,17553613
17523301,17553839,NIBAN3,17540153,17544009
87720915,87721018,,87720915,87721018
49758483,49758656,COX6CP14,49758483,49758656
87826173,87826285,Y_RNA,87826173,87826285
87845650,87845947,RN7SL183P,87845650,87845947
9945542,9952408,PRRT3,9945542,9952374
9945542,9952408,PRRT3,9945542,9952408
9945542,9952408,PRRT3,9948580,9952390
87891424,87891869,,87891424,87891869
88047056,88047729,,88047056,88047729
88047841,88066838,SPACA1,88047841,88066838
88047841,88066838,SPACA1,88059453,88066832
88047841,88066838,SPACA1,88059453,88066832
9947404,9954787,PRRT3-AS1,9947404,9954787
9958717,9962539,,9958717,9962539
88172261,88175762,,88172261,88175762
88177804,88442928,,88177804,88420970
88177804,88442928,,88298950,88421033
88177804,88442928,,88303275,88442928
88177804,88442928,,88315078,88421373
9962537,10011116,EMC3,9962537,9987120
9962537,10011116,EMC3,9968644,9986838
9962537,10011116,EMC3,9969729,9978297
9962537,10011116,EMC3,9973506,9986682
9962537,10011116,EMC3,9977029,10011116
88265158,88265511,,88265158,88265511
13361354,13484365,RAB28,13361354,13474345
13361354,13484365,RAB28,13367724,13484331
13361354,13484365,RAB28,13367724,13484340
13361354,13484365,RAB28,13367724,13484340
13361354,13484365,RAB28,13368501,13381594
13361354,13484365,RAB28,13459863,13474322
13361354,13484365,RAB28,13367725,13484365
13361354,13484365,RAB28,13367725,13484365
88275882,88276989,ACTBP8,88275882,88276989
88378280,88385447,,88378280,88385447
88714242,88714430,SNORA73,88714242,88714430
87590067,87667453,ORC3,87590067,87667453
87590067,87667453,ORC3,87590130,87595437
87590067,87667453,ORC3,87590135,87667451
87590067,87667453,ORC3,87590135,87667451
87590067,87667453,ORC3,87590136,87657388
87590067,87667453,ORC3,87607673,87609531
87590067,87667453,ORC3,87650930,87653214
122865330,122896127,VPS37B,122865330,122896124
122865330,122896127,VPS37B,122867154,122896127
122865330,122896127,VPS37B,122867415,122890159
122865330,122896127,VPS37B,122870075,122871681
72664577,72664799,RN7SL853P,72664577,72664799
72675798,72686182,HIGD2B,72675798,72686182
72682266,72682904,,72682266,72682904
72686179,72738475,BBS4,72686179,72738475
72686179,72738475,BBS4,72686186,72738087
72686179,72738475,BBS4,72686194,72727994
72686179,72738475,BBS4,72686204,72731458
72686179,72738475,BBS4,72686207,72722821
72686179,72738475,BBS4,72686207,72724575
72686179,72738475,BBS4,72686207,72724657
72686179,72738475,BBS4,72686207,72737824
72686179,72738475,BBS4,72686207,72738473
72686179,72738475,BBS4,72686220,72737570
72686179,72738475,BBS4,72686237,72731611
72686179,72738475,BBS4,72686390,72716851
72686179,72738475,BBS4,72686750,72722848
72686179,72738475,BBS4,72716828,72717355
72686179,72738475,BBS4,72722830,72735645
72686179,72738475,BBS4,72731557,72735214
72686179,72738475,BBS4,72731682,72737523
72686179,72738475,BBS4,72735517,72737092
221555550,221563653,,221555550,221563653
210462345,210463012,BPNT2P1,210462345,210463012
122865335,122867021,,122865335,122867021
122870059,122888720,,122870059,122888720
9866711,9880255,CIDEC,9866711,9878812
9866711,9880255,CIDEC,9866711,9880254
9866711,9880255,CIDEC,9866714,9878765
9866711,9880255,CIDEC,9866714,9878812
9866711,9880255,CIDEC,9866714,9880251
9866711,9880255,CIDEC,9866714,9880253
9866711,9880255,CIDEC,9866714,9880253
9866711,9880255,CIDEC,9866714,9880255
9866711,9880255,CIDEC,9867063,9878488
9866711,9880255,CIDEC,9877883,9880254
209583714,209613939,CAMK1G,209583717,209613927
209583714,209613939,CAMK1G,209583717,209613938
209583714,209613939,CAMK1G,209583729,209609913
209583714,209613939,CAMK1G,209583714,209613939
209583714,209613939,CAMK1G,209607794,209611944
122920951,122981649,ABCB9,122920951,122966460
122920951,122981649,ABCB9,122924525,122966460
122920951,122981649,ABCB9,122928992,122966463
122920951,122981649,ABCB9,122928994,122966500
122920951,122981649,ABCB9,122928994,122966509
122920951,122981649,ABCB9,122928999,122975205
122920951,122981649,ABCB9,122929000,122975205
122920951,122981649,ABCB9,122929000,122981649
122920951,122981649,ABCB9,122930011,122944675
122920951,122981649,ABCB9,122931326,122959787
122920951,122981649,ABCB9,122931641,122966402
122920951,122981649,ABCB9,122935273,122946477
122920951,122981649,ABCB9,122939449,122960260
122920951,122981649,ABCB9,122940126,122944702
122920951,122981649,ABCB9,122940207,122944672
122920951,122981649,ABCB9,122940946,122949312
122920951,122981649,ABCB9,122944391,122951005
122920951,122981649,ABCB9,122944395,122948571
122920951,122981649,ABCB9,122946176,122953084
122920951,122981649,ABCB9,122960039,122974682
122920951,122981649,ABCB9,122972866,122973233
127170011,127170231,NIFKP9,127170011,127170231
76389456,76453152,UBE2O,76389456,76453152
76389456,76453152,UBE2O,76389797,76399617
76389456,76453152,UBE2O,76395358,76453141
76389456,76453152,UBE2O,76397808,76399374
76389456,76453152,UBE2O,76399789,76402641
76389456,76453152,UBE2O,76401731,76405232
188291669,188595931,GULP1,188291669,188595059
188291669,188595931,GULP1,188291707,188294278
188291669,188595931,GULP1,188291874,188595926
188291669,188595931,GULP1,188291946,188542122
188291669,188595931,GULP1,188291963,188541317
188291669,188595931,GULP1,188292014,188529140
188291669,188595931,GULP1,188292040,188594090
188291669,188595931,GULP1,188292772,188595931
188291669,188595931,GULP1,188292832,188595926
188291669,188595931,GULP1,188292839,188541716
188291669,188595931,GULP1,188293818,188594281
188291669,188595931,GULP1,188522738,188584309
188291669,188595931,GULP1,188522768,188584387
188291669,188595931,GULP1,188529172,188588701
188291669,188595931,GULP1,188569592,188594321
188291669,188595931,GULP1,188570038,188595059
188291669,188595931,GULP1,188570083,188594209
188291669,188595931,GULP1,188589591,188594368
31052308,31111479,ADCYAP1R1,31052308,31111474
31052308,31111479,ADCYAP1R1,31052461,31111479
31052308,31111479,ADCYAP1R1,31052527,31107006
31052308,31111479,ADCYAP1R1,31056931,31078055
31052308,31111479,ADCYAP1R1,31063194,31106709
31052308,31111479,ADCYAP1R1,31063239,31106844
31052308,31111479,ADCYAP1R1,31086971,31104899
148695994,148696204,RPL38P1,148695994,148696204
148824782,148825387,HMGB1P30,148824782,148825387
47164186,47246601,KIF9-AS1,47164186,47177494
47164186,47246601,KIF9-AS1,47164497,47246601
76430417,76431124,RPL7P49,76430417,76431124
47250523,47250626,SNORD13P3,47250523,47250626
47282917,47346816,KLHL18,47282917,47322707
47282917,47346816,KLHL18,47282944,47346816
47282917,47346816,KLHL18,47282946,47329992
47282917,47346816,KLHL18,47282946,47338822
47282917,47346816,KLHL18,47282947,47344577
47282917,47346816,KLHL18,47282959,47287458
76527356,76551175,CYGB,76527356,76537709
76527356,76551175,CYGB,76528057,76528993
76527356,76551175,CYGB,76528282,76537652
76527356,76551175,CYGB,76528368,76532065
76527356,76551175,CYGB,76528534,76551175
248838210,248849517,ZNF672,248838210,248847208
248838210,248849517,ZNF672,248838224,248849517
248838210,248849517,ZNF672,248838331,248847285
248838210,248849517,ZNF672,248838828,248847483
248838210,248849517,ZNF672,248839006,248847220
248838210,248849517,ZNF672,248839090,248847101
248838210,248849517,ZNF672,248839154,248847385
155829729,155866277,ASIC5,155829729,155866277
76527586,76553578,PRCD,76527586,76553578
76527586,76553578,PRCD,76527789,76545376
76527586,76553578,PRCD,76538064,76543107
76527586,76553578,PRCD,76538416,76544370
76527586,76553578,PRCD,76540044,76545376
76527586,76553578,PRCD,76540090,76543387
76527586,76553578,PRCD,76540471,76545345
76527586,76553578,PRCD,76540536,76553574
76527586,76553578,PRCD,76540549,76553194
76527586,76553578,PRCD,76540549,76553337
76527586,76553578,PRCD,76543843,76553578
76527586,76553578,PRCD,76546064,76553578
76527586,76553578,PRCD,76547290,76553578
155854738,155920406,TDO2,155854738,155905156
155854738,155920406,TDO2,155854757,155865102
155854738,155920406,TDO2,155854762,155910110
155854738,155920406,TDO2,155854771,155910062
155854738,155920406,TDO2,155903693,155905794
155854738,155920406,TDO2,155903696,155920406
155854738,155920406,TDO2,155905820,155920398
155854738,155920406,TDO2,155914341,155918859
47346950,47349073,,47346950,47349073
186760693,186762050,PSMD10P2,186760693,186762050
186760693,186762050,PSMD10P2,186761014,186762050
186760693,186762050,PSMD10P2,186761104,186761775
186771841,186771947,RNU6-1105P,186771841,186771947
186772589,186773476,GPS2P2,186772589,186773476
186783205,186789897,EIF4A2,186783205,186784659
186783205,186789897,EIF4A2,186783305,186785047
186783205,186789897,EIF4A2,186783572,186789897
186783205,186789897,EIF4A2,186783575,186785042
186783205,186789897,EIF4A2,186783577,186784944
186783205,186789897,EIF4A2,186783577,186785041
186783205,186789897,EIF4A2,186783577,186785297
186783205,186789897,EIF4A2,186783577,186785770
186783205,186789897,EIF4A2,186783577,186786216
186783205,186789897,EIF4A2,186783577,186789140
186783205,186789897,EIF4A2,186783577,186789881
186783205,186789897,EIF4A2,186783577,186789897
186783205,186789897,EIF4A2,186783577,186789897
186783205,186789897,EIF4A2,186783578,186789894
186783205,186789897,EIF4A2,186783593,186787386
186783205,186789897,EIF4A2,186783597,186789897
186783205,186789897,EIF4A2,186784203,186785913
186783205,186789897,EIF4A2,186784203,186786044
186783205,186789897,EIF4A2,186785061,186786498
186783205,186789897,EIF4A2,186785962,186788368
186783205,186789897,EIF4A2,186785995,186788256
186783205,186789897,EIF4A2,186786076,186787290
186783205,186789897,EIF4A2,186786491,186787522
186783205,186789897,EIF4A2,186786640,186788507
186783205,186789897,EIF4A2,186787314,186789291
186783205,186789897,EIF4A2,186787407,186788199
186783205,186789897,EIF4A2,186787776,186789477
118162806,118176639,SCN2B,118162806,118176639
118162806,118176639,SCN2B,118166539,118171769
118162806,118176639,SCN2B,118166601,118176600
118162806,118176639,SCN2B,118168168,118171659
162561506,162599842,UAP1,162561533,162599837
162561506,162599842,UAP1,162561722,162562544
162561506,162599842,UAP1,162566037,162599831
162561506,162599842,UAP1,162566037,162599831
162561506,162599842,UAP1,162581431,162588105
162561506,162599842,UAP1,162597241,162599799
162561506,162599842,UAP1,162561506,162599842
76545668,76557683,,76545668,76557652
76545668,76557683,,76550841,76557648
76545668,76557683,,76551580,76557683
76545668,76557683,,76551780,76552931
124211707,124215828,OR8G3P,124211707,124215828
124211707,124215828,OR8G3P,124211707,124215828
118527472,118531197,TTC36,118527474,118530993
118527472,118531197,TTC36,118527472,118531197
118527472,118531197,TTC36,118527472,118531197
76549951,76550826,,76549951,76550826
156006478,156006988,FTH1P21,156006478,156006988
76551352,76551750,,76551352,76551750
76557764,76565348,SNHG16,76557764,76564689
76557764,76565348,SNHG16,76557764,76565348
76557764,76565348,SNHG16,76557766,76561751
76557764,76565348,SNHG16,76557766,76564642
76557764,76565348,SNHG16,76557766,76565338
76557764,76565348,SNHG16,76557767,76565338
76557764,76565348,SNHG16,76557769,76560433
76557764,76565348,SNHG16,76557769,76563581
76557764,76565348,SNHG16,76557769,76565321
76557764,76565348,SNHG16,76557778,76565338
76557764,76565348,SNHG16,76557778,76565348
76557764,76565348,SNHG16,76557792,76565279
76557764,76565348,SNHG16,76557796,76565338
155921580,155953912,CTSO,155921580,155953912
155921580,155953912,CTSO,155924118,155953866
155921580,155953912,CTSO,155924118,155953876
155921580,155953912,CTSO,155924121,155953866
155921580,155953912,CTSO,155924144,155953902
155921580,155953912,CTSO,155924148,155953882
155921580,155953912,CTSO,155924158,155953894
155921580,155953912,CTSO,155924186,155953871
155921580,155953912,CTSO,155924384,155953863
155921580,155953912,CTSO,155924555,155953910
24544104,24646191,KIAA0319,24544104,24583227
24544104,24646191,KIAA0319,24544104,24646021
24544104,24646191,KIAA0319,24544104,24646155
24544104,24646191,KIAA0319,24544104,24646155
24544104,24646191,KIAA0319,24544107,24646191
20363685,20383782,HTATIP2,20363685,20367625
20363685,20383782,HTATIP2,20363723,20383334
20363685,20383782,HTATIP2,20363725,20383368
20363685,20383782,HTATIP2,20363743,20383782
20363685,20383782,HTATIP2,20363714,20383782
20363685,20383782,HTATIP2,20363854,20367513
20363685,20383782,HTATIP2,20364141,20367655
20363685,20383782,HTATIP2,20364180,20383616
20363685,20383782,HTATIP2,20376017,20383778
190480379,190494297,,190480379,190494297
162497251,162529631,UHMK1,162497818,162529631
162497251,162529631,UHMK1,162498085,162524054
162497251,162529631,UHMK1,162497805,162529629
162497251,162529631,UHMK1,162497251,162529629
76558791,76558868,SNORD1C,76558791,76558868
76561109,76561192,SNORD1B,76561109,76561192
76561634,76561705,SNORD1A,76561634,76561705
76563710,76570544,,76563710,76570544
31119284,31119572,,31119284,31119572
99173572,99250075,KPNA7,99173572,99208115
99173572,99250075,KPNA7,99173585,99250075
76565377,76586956,ST6GALNAC2,76565377,76585860
76565377,76586956,ST6GALNAC2,76566106,76570633
76565377,76586956,ST6GALNAC2,76566133,76573349
76565377,76586956,ST6GALNAC2,76568717,76571142
76565377,76586956,ST6GALNAC2,76570579,76585856
76565377,76586956,ST6GALNAC2,76570898,76585857
76565377,76586956,ST6GALNAC2,76570910,76586956
76565377,76586956,ST6GALNAC2,76573342,76586030
76565377,76586956,ST6GALNAC2,76574481,76578983
57411161,57421934,ZNF17,57411163,57419823
57411161,57421934,ZNF17,57411161,57421934
57411161,57421934,ZNF17,57411174,57419745
57411161,57421934,ZNF17,57411179,57421803
57411161,57421934,ZNF17,57411181,57419900
57411161,57421934,ZNF17,57413373,57418038
57411161,57421934,ZNF17,57419058,57421807
72782835,72798199,ADPGK-AS1,72782835,72798199
72782835,72798199,ADPGK-AS1,72785012,72792963
72782835,72798199,ADPGK-AS1,72786703,72794808
109992325,109992431,RNU6-35P,109992325,109992431
110045846,110199199,ELOVL6,110045846,110198615
110045846,110199199,ELOVL6,110045846,110198653
110045846,110199199,ELOVL6,110051670,110199179
110045846,110199199,ELOVL6,110051694,110060039
110045846,110199199,ELOVL6,110051726,110199009
110045846,110199199,ELOVL6,110059645,110198550
110045846,110199199,ELOVL6,110059650,110199199
110045846,110199199,ELOVL6,110197891,110198366
72858354,72887128,,72858354,72887128
72899399,72900260,NPM1P42,72899399,72900260
89921392,89938761,TUBB3,89921392,89935235
89921392,89938761,TUBB3,89921851,89936091
89921392,89938761,TUBB3,89921916,89934806
89921392,89938761,TUBB3,89923338,89934798
89921392,89938761,TUBB3,89923342,89935070
89921392,89938761,TUBB3,89923342,89936097
89921392,89938761,TUBB3,89923345,89932108
89921392,89938761,TUBB3,89923345,89933017
89921392,89938761,TUBB3,89923345,89934138
89921392,89938761,TUBB3,89923345,89934971
89921392,89938761,TUBB3,89923345,89938761
89921392,89938761,TUBB3,89923354,89934301
89921392,89938761,TUBB3,89923359,89936010
89921392,89938761,TUBB3,89923366,89934001
89921392,89938761,TUBB3,89929093,89936092
89921392,89938761,TUBB3,89930265,89933973
212466699,212472905,LINC02771,212466808,212472905
212466699,212472905,LINC02771,212466699,212468003
7018969,7021432,MBD3L2B,7018969,7021431
7018969,7021432,MBD3L2B,7018971,7021432
234709383,234720220,,234709383,234720220
72751294,72785846,ADPGK,72751294,72783758
72751294,72785846,ADPGK,72751369,72756267
72751294,72785846,ADPGK,72751369,72783731
72751294,72785846,ADPGK,72751369,72783776
72751294,72785846,ADPGK,72751369,72783785
72751294,72785846,ADPGK,72751372,72758610
72751294,72785846,ADPGK,72752430,72783623
72751294,72785846,ADPGK,72752635,72783715
72751294,72785846,ADPGK,72755636,72783617
72751294,72785846,ADPGK,72756261,72785846
72751294,72785846,ADPGK,72760223,72783728
72751294,72785846,ADPGK,72760249,72775114
72751294,72785846,ADPGK,72760418,72783628
72751294,72785846,ADPGK,72760443,72783730
44114680,44124358,POLD2,44114680,44123548
44114680,44124358,POLD2,44114687,44123508
44114680,44124358,POLD2,44114688,44115564
44114680,44124358,POLD2,44114699,44122196
44114680,44124358,POLD2,44114785,44123530
44114680,44124358,POLD2,44115821,44116510
44114680,44124358,POLD2,44116117,44123537
44114680,44124358,POLD2,44116903,44117560
44114680,44124358,POLD2,44116937,44124358
44114680,44124358,POLD2,44117063,44122109
44114680,44124358,POLD2,44117149,44123532
44114680,44124358,POLD2,44117314,44118093
44114680,44124358,POLD2,44117517,44121905
44114680,44124358,POLD2,44117577,44118304
44114680,44124358,POLD2,44117619,44123029
44114680,44124358,POLD2,44117641,44123668
44114680,44124358,POLD2,44117793,44123533
44114680,44124358,POLD2,44122088,44123496
216479030,216498761,RPL37A-DT,216479030,216498761
216479030,216498761,RPL37A-DT,216486771,216498746
216479030,216498761,RPL37A-DT,216487804,216498750
216479030,216498761,RPL37A-DT,216487214,216498686
208606564,208614295,LINC01735,208606564,208614295
176305672,176306095,,176305672,176306095
51077495,51084245,KLK14,51077495,51084245
51077495,51084245,KLK14,51077897,51082887
51077495,51084245,KLK14,51077897,51084245
242882066,242883475,,242882066,242883475
178724306,178726285,RALGPS2-AS1,178724306,178726285
207654781,207654951,RPS29P9,207654781,207654951
